-1,-1,-1,-1,-1,203,203,203,203,203,203,203,203,203,203,203,203,203,203,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203,-1,-1,-1,-1,-1,203,203,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,173,-1,-1,-1,-1,-1,173,29,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
168,169,170,171,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
192,193,194,195,-1,-1,111,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
216,217,218,219,-1,161,163,164,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1
240,241,242,243,-1,185,187,188,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,36,36
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,159,160,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183,184,221,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,221,36,36,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,159,160,-1,-1,-1,221,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,183,184,-1,-1,-1,197,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
162,163,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,-1,-1,-1,-1,-1,197,-1,-1,-1,36,36
218,218,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1
